war,tl
"Usa ka adlaw nagsiring kan Naomi hi Ruth, “Tugoti ako hin pagkadto han kaumhan basi mag-ani ako han mga nalikatan han mga mag-arani. Waray ruhaduha may-ada tawo nga matugot ha akon hin pag-ani.”","Sinabi ni Ruth na Moabita kay Naomi, “Hayaan mo ako ngayong pumunta sa bukid, at mamulot ng mga uhay sa hulihan ng taong magpapahintulot sa akin”. Sinabi niya sa kanya, “Humayo ka, anak ko.”"
"Binmaton hi Naomi, “Kadto na, anak.”","Kaya't siya'y umalis. Siya'y dumating, at namulot sa bukid sa likuran ng mga nag-aani. Nagkataong nakarating siya sa bahagi ng lupa na pag-aari ni Boaz, na kabilang sa angkan ni Elimelec."
"Sanglit kinmadto hi Ruth han kaumhan, nagsunod han mga mag-arani, ngan nag-ani han ira mga nalikatan. Nahinabo nga nahingadto hiya hin uma nga gintatag-iya ni Boos.","At narito, si Boaz ay nakarating mula sa Bethlehem, at sinabi niya sa mga nag-aani, “Ang Panginoon ay sumainyo!” At sila'y sumagot, “Pagpalain ka nawa ng Panginoon .”"
"Waray pag-iha inmabot hi Boos tikang ha Betlehem ngan ginsiring niya an mga mag-arani, “An Ginoo maada unta ha iyo!”","Pagkatapos ay sinabi ni Boaz sa kanyang lingkod na kanyang tagapamahala sa mga nag-aani, “Kaninong dalaga ito?”"
"Binmaton hira, “Bendisyonan ka unta han Ginoo !”","Ang lingkod na tagapamahala sa mga nag-aani ay sumagot, “Siya'y babaing Moabita na bumalik na kasama ni Naomi mula sa lupain ng Moab."
"Ginpakianhan ni Boos an iya tinaporan, “Hin-o ito nga batan-on nga babaye?”","Kanyang sinabi, ‘Ipinapakiusap ko na pamulutin at pagtipunin mo ako sa gitna ng mga bigkis sa likuran ng mga nag-aani.’ Sa gayo'y pumaroon siya at nagpatuloy, mula sa umaga hanggang ngayon, na hindi nagpapahinga kahit na sandali.”"
"Binmaton an tawo, “Amo hiya an taga langyaw nga babaye nga upod ni Naomi hin pag-oli tikang ha Moab.","Nang magkagayo'y sinabi ni Boaz kay Ruth, “Makinig kang mabuti, anak ko. Huwag kang mamulot sa ibang bukid, o umalis dito, kundi manatili kang malapit sa aking mga alilang babae."
Nagsarit hiya nga masunod hiya han mag-arani hin panhiligad han inani. Naghiligad hiya tikang pa han aga ngan yana pa la hiya sisirong hin pagpahuway madaliay.”,"Itanaw mo ang iyong paningin sa bukid na kanilang inaanihan, at sumunod ka sa kanila. Inutusan ko na ang mga kabataang lalaki na huwag ka nilang gagambalain. At kapag ikaw ay nauuhaw, pumunta ka sa mga banga, at uminom ka sa inigib ng mga kabataang lalaki.”"
"Niyan nagsiring kan Ruth hi Boos, “May-ada ko ha imo igsasagdon. Ayaw na pagkadto hin iba nga uma hin pag-ani. Dinhe na la pag-ani upod han kababayen-an.","Nang magkagayo'y nagpatirapa si Ruth at yumukod sa lupa, at nagsabi sa kanya, “Bakit ako nakatagpo ng biyaya sa iyong paningin upang ako'y iyong pansinin, gayong ako'y isang dayuhan?”"
"Inawa hira kon diin hira pag-aani, ngan upod ha ira. Gintugon ko na an akon mga tawo nga diri ka paglabtan. Ngan kon uuhawon ka, pakadto ngan inom han tubig tikang han mga biso nga ira ginsudlan.”","Ngunit sinabi ni Boaz sa kanya, “Ipinaalam sa akin ang lahat ng ginawa mo sa iyong biyenan mula sa pagkamatay ng iyong asawa, at kung paanong iyong iniwan ang iyong ama at iyong ina, at ang lupang sinilangan mo, at ikaw ay pumarito sa bayan na hindi mo nalalaman noon."
"Hinmapa hi Ruth ngan nagsiring kan Boos, “Kay ano nga nanginginano ka ha akon? Kay ano nga nalolooy ka man hin usa nga taga langyaw?”","Gantihan nawa ng Panginoon ang iyong ginawa, at bigyan ka nawa ng lubos na gantimpala ng Panginoon , ang Diyos ng Israel, na sa ilalim ng kanyang mga pakpak ikaw ay nanganlong.”"
"Binmaton hi Boos, “Hinbatian ko an ngatanan nga imo ginbuhat para han imo ugangan nga babaye tikang mamatay an imo bana. Sayod ako han pagbaya nimo han imo iroy ug amay ngan han imo kalugaringon nga tuna, ngan han imo pagkanhi hin pag-ukoy tampo hin mga tawo nga hadto diri nimo kinikilala.","Nang magkagayo'y kanyang sinabi, “Makatagpo nawa ako ng biyaya sa iyong paningin, panginoon ko; sapagkat ako'y iyong inaliw at may kabaitang pinagsalitaan mo ang iyong lingkod, bagaman ako'y hindi isa sa iyong mga alila.”"
"Baloson ka unta han Ginoo tungod han imo ginbuhat. Maangkon mo unta in tim-os nga balos tikang han Ginoo nga Dyos han Israel, nga imo dinangpan hin pagpanalipod!”","Sa oras ng pagkain ay sinabi ni Boaz sa kanya, “Halika, at kumain ka ng tinapay. Isawsaw mo sa suka ang iyong tinapay.” Siya nga'y umupo sa tabi ng mga nag-aani at iniabot niya sa kanya ang sinangag na trigo, siya'y kumain, nabusog, at mayroon pa siyang hindi naubos."
"Binmaton hi Ruth, “Maloloy-on ka hin duro ha akon. Gindasig mo ako pinaagi han imo manamit nga mga pulong ha akon, bisan kon diri ako tupong han usa han imo mga surugoon.”","Nang siya'y tumindig upang mamulot ng inani, iniutos ni Boaz sa kanyang mga lingkod, “Pamulutin ninyo siya hanggang sa gitna ng mga bigkis, at huwag ninyo siyang pagbawalan."
"Ha takna na han pangaon nagsiring kan Ruth hi Boos, “Kadi na, kaon hin tinapay ngan itunlob ini ha sawsawan.” Sanglit linmingkod hiya tampo han mga mag-arani, ngan dinalhan hiya ni Boos hin sinanlag nga kan-on. Kinmaon hiya ngada han iya kabusog, ngan may-ada pa nasalin han iya pagkaon.","Ihugot din ninyo siya ng ilan sa mga bigkis, at iwan ninyo upang kanyang pulutin, at huwag ninyo siyang sawayin.”"
"15-16 Han paglakat na niya basi mag-ani, gintugon ni Boos an mga mag-arani, “Papag-aniha la hiya bisan dida han binubutangan han mga upong, ngan ayaw hiya pagdid-i. Labot hito, ibani an mga upong ngan bayai an mga iniban basi niya pamuruton.”","Sa gayo'y namulot siya sa bukid hanggang sa paglubog ng araw. Nang kanyang giikin ang kanyang mga napulot, iyon ay halos isang efa ng sebada."
"Sanglit nanhiligad hi Ruth ngada han pagkagab-i. Kahuman niya paggiok hini nga iya gin-ani, nakatirok hiya hin kapin hin napulo ka kilo.",Kanyang dinala ito at siya'y pumunta sa lunsod; at nakita ng kanyang biyenan ang kanyang mga pinulot. Inilabas rin niya at ibinigay sa kanyang biyenan ang pagkaing lumabis sa kanya pagkatapos na siya'y nabusog.
"Gindara ini niya han pagbalik niya ngadto ha bungto, ngan iginhatag ini niya han iya ugangan. Iginhatag liwat niya an salin han iya ginkaon.","Sinabi ng kanyang biyenan sa kanya, “Saan ka namulot ngayon? At saan ka nagtrabaho? Pagpalain nawa ang taong nagmagandang-loob sa iyo.” Kaya't sinabi niya sa kanyang biyenan kung kanino siya nagtrabaho, “Ang pangalan ng taong pinagtrabahuhan ko ngayon ay Boaz.”"
"Pinmakiana ha iya hi Naomi, “Diin ka pag-ani yana nga adlaw? Kanay uma an imo gin-anihan? Bendisyonan unta han Dyos an tawo nga nanginano ha imo!”","Sinabi ni Naomi sa kanyang manugang, “Pagpalain nawa siya ng Panginoon , na hindi ipinagkait ang kanyang kagandahang-loob sa mga buháy at sa mga patay.” At sinabi sa kanya ni Naomi, “Ang lalaking iyon ay isa nating kamag-anak, isa sa pinakamalapit nating kamag-anak.”"
Sanglit ginsumatan ni Ruth hi Naomi nga didto hiya pag-ani hin uma nga gintatag-iya hin tawo nga ginngaranan kan Boos.,"Sinabi ni Ruth na Moabita, “Bukod pa rito sinabi niya sa akin, ‘Ikaw ay manatiling malapit sa aking mga lingkod hanggang sa kanilang matapos ang aking ani.’”"
"Nagsiring hi Naomi, “Bendisyonan unta han Ginoo hi Boos! Dayuday nagtutuman an Ginoo han iya mga saad ngadto han mga buhi ug mga minatay.” Ngan nagsiring pa hiya, “Amon suok nga uropod ito nga tawo ngan usa hiya hadton may katungod hin panimangno ha amon.”","Sinabi ni Naomi kay Ruth na kanyang manugang, “Mabuti, anak ko, na ikaw ay lumabas na kasama ng kanyang mga alilang babae. Baka gawan ka ng hindi mabuti sa ibang bukid.”"
"Niyan nagsiring hi Ruth, “Labaw han ngatanan, ginsiring pa ako niya hin pagpadayon hin pag-ani upod han iya mga mag-arani tubtob han katubas.”","Sa gayo'y nanatili siyang malapit sa mga alilang babae ni Boaz, upang mamulot hanggang sa katapusan ng pag-aani ng sebada at pag-aani ng trigo; at siya'y nanirahang kasama ng kanyang biyenan."
"Paghagos hin pira kaadlaw nagsiring kan Ruth hi Naomi, “Kinahanglan magbiling ako hin bana para ha imo, basi magkamay-ada ka hin imo kalugaringon nga panimalay.","Pagkatapos, sinabi sa kanya ni Naomi na kanyang biyenan, “Anak ko, hindi ba kita ihahanap ng tahanan para sa ikabubuti mo?"
"Panumdom nga amon uropod ini hi Boos, kanay kababayen-an imo inupdan hin pag-ani. Pamati. Yana nga gab-i maggigiok hiya han sebada.","Ngayon, hindi ba si Boaz ay ating kamag-anak, na ang kanyang mga katulong ay siya mong nakasama? Narito, siya'y gigiik ng sebada ngayong gabi sa giikan."
"Sanglit karigos, pagpahamot, ngan pagbado han imo gimamaupayi nga panapton. Niyan pakadto han iya giriokan, kundi ayaw hiya pasabta nga aadto ka tubtob han kahuman niya pagkaon ngan pag-inom.","Kaya't maligo ka at magpabango. Magbihis ka at bumaba sa giikan. Ngunit huwag mong ipaalam sa lalaki na naroon ka, hanggang siya'y makakain at makainom."
"Inawa hin maupay an dapit nga hinihigdaan niya, ngan kon nahingangaturog na hiya, kadtoa, buksa an iya taplak, ngan higda ha iya tiilan. Susumatan ka niya han imo pagbubuhaton.”","At mangyayari kapag humiga na siya, iyong tandaan ang dakong kanyang hihigaan. Pagkatapos, pumaroon ka at iyong alisan ng takip ang kanyang mga paa, at mahiga ka. Sasabihin niya sa iyo kung ano ang iyong gagawin.”"
"Binmaton hi Ruth, “Bubuhaton ko an ngatanan nga imo ginsiring.”","Sinabi niya sa kanya, “Lahat ng iyong sinasabi sa akin ay aking gagawin.”"
Sanglit kinmadto hi Ruth ha giriokan ngan ginbuhat niya sumala han ginsiring ha iya han iya ugangan nga babaye.,Siya'y bumaba sa giikan at ginawa niya ang ayon sa lahat ng iniutos sa kanya ng kanyang biyenan.
"Katapos ni Boos pagkaon ngan pag-inom, nagmalipayon hiya. Kinmadto hiya han tinambak nga sebada ngan hinmigda hiya hin pagkaturog. Dinmaop hi Ruth hin hinay-hinay, ginbukas niya an taplak, ngan hinmigda ha iya tiilan.","Nang si Boaz ay makakain at makainom, at ang kanyang puso'y masaya na, siya'y pumunta upang humiga sa dulo ng bunton ng trigo. Pagkatapos, si Ruth ay dahan-dahang dumating, inalisan ng takip ang kanyang mga paa, at siya'y nahiga."
"Hito nga gab-i tigda hiya nga nagmata, linmimbag hiya, ngan nahipausa nga may babaye nga nahigda ha iya tiilan.","At nangyari sa hatinggabi, na ang lalaki ay nagulat at bumaling. Nakita niya na may isang babaing nakahiga sa kanyang paanan!"
“Hin-o ka?” pinmakiana hiya.,"Sinabi niya, “Sino ka?” At siya'y sumagot, “Ako si Ruth, na iyong lingkod. Iladlad mo ang iyong balabal sa iyong lingkod sapagkat ikaw ay malapit na kamag-anak.”"
"“Hi Ruth ako,” binmaton hiya. “Tungod kay suok ka nga uropod, ikaw an may katungod hin pagmangno ha akon. Sanglit pangasaw-a gad ako.”","Kanyang sinabi, “Pagpalain ka nawa ng Panginoon , anak ko. Ginawa mong higit ang huling kagandahang-loob na ito kaysa sa una, na hindi ka naghanap ng kabataang lalaki maging dukha o mayaman."
"Nagsiring hiya, “Bendisyonan ka unta han Ginoo . Ginpakita mo an imo labaw nga kamaunongon hin panimalay dida hini nga imo binubuhat yana kay han imo ginbuhat para han imo ugangan nga babaye. Makakahimo ka unta hin pamiling hin batan-on nga lalake, ma riko o ma kablas hiya. Kundi waray mo ini buhata.","Ngayon, anak ko, huwag kang matakot. Gagawin ko sa iyo ang lahat na iyong sinasabi sapagkat alam ng aking buong bayan na ikaw ay isang babaing karapat-dapat."
"Sanglit ayaw kabaraka, Ruth. Akon bubuhaton an ngatanan nga imo pinangangaro. An ngatanan dinhe ha bungto nakilala nga maupay ka nga babaye.","Tunay nga na ako'y malapit na kamag-anak, gayunman ay may mas malapit na kamag-anak pa kaysa akin."
"Matuod nga suok ako nimo nga uropod, ngan may katungod ko hin pagmangno ha imo, kundi may-ada surusuok pa kay ha akon nga imo uropod.","Maghintay ka ngayong gabi at sa kinaumagahan, kung kanyang tutuparin sa iyo ang bahagi ng malapit na kamag-anak ay mabuti; hayaan mong gawin niya. Ngunit kung ayaw niyang gawin sa iyo ang bahagi ng malapit na kamag-anak ay gagawin ko para sa iyo ang bahagi ng malapit na kamag-anak, habang ang Panginoon ay nabubuhay. Mahiga ka hanggang umaga.”"
"Pabilin dinhe ha bug-os nga gab-i, ngan ha pagkaaga aton hisasabtan kon maninimangno ba hiya ha imo. Kon maruyag hiya, maupay man; kon diri, nagsusumpa ako pinaagi han buhi nga Dyos nga ako an maninimangno ha imo. Higda la yana ngan pabilin dinhe ngada han pagkaaga.”","Siya nga'y nahiga sa kanyang paanan hanggang umaga, ngunit siya'y bumangon bago pa magkakilala ang isa't isa. Kanyang sinabi, “Huwag nawang malaman na ang babae ay pumunta sa giikan.”"
"Sanglit hinmigda hiya ha iya tiilan ngada han pagkaaga, kundi binmangon hiya nga masirom pa basi diri hiya hikit-an, kay diri karuyag ni Boos nga may mahibaro nga nakadto hiya.","Kanyang sinabi, “Dalhin mo rito ang balabal na iyong suot at hawakan mo.” Hinawakan niya ito, at siya'y tumakal ng anim na takal na sebada. Isinunong ito sa kanya at siya'y pumasok sa lunsod."
"Nagsiring ha iya hi Boos, “Huboa an imo kurugpos ngan bitara didi.” Iya ini ginbuhat, ngan ginsudlan ini ni Boos hin mga baynte ka kilo nga sebada, ngan ginbuligan hiya hin pagpas-an hini. Niyan inmoli hiya ngadto ha bungto ngan dara niya ini.","Nang siya'y dumating sa kanyang biyenan ay sinabi niya, “Anong nangyari, anak ko?” Isinalaysay niya sa kanya ang lahat ng ginawa ng lalaki para sa kanya."
"Han pag-abot niya ha balay, ginpakianhan hiya han iya ugangan nga babaye, “Kumosta an imo lakat, anak?”","Sinabi niya, “Ang anim na takal na sebadang ito ay ibinigay niya sa akin sapagkat kanyang sinabi, ‘Huwag kang pupunta sa iyong biyenan nang walang dala.’”"
Ginsumatan hiya ni Ruth han ngatanan nga ginbuhat ha iya ni Boos.,"Nang magkagayo'y sinabi niya, “Maghintay ka, anak ko, hanggang sa iyong malaman kung ano ang mangyayari, sapagkat ang lalaking iyon ay hindi hihinto, hanggang sa matapos niya ang bagay sa araw na ito.”"
"Kinmadto hi Boos han mitingan han bungto ngan didto linmingkod hiya. Niyan an kan Elimelec gisusuoki nga uropod, an tawo nga iginsumat ni Boos linmabay ngan gintawag hiya ni Boos, “Kadi ngan lingkod anay didi, sangkay.” Sanglit dinmaop hiya ngan linmingkod.","Si Boaz ay nagtungo sa pintuang-bayan at naupo roon. Hindi nagtagal, ang malapit na kamag-anak na sinabi ni Boaz ay dumaan. Sinabi niya sa lalaking iyon “Halika, kaibigan. Maupo ka rito.” Siya'y lumapit at naupo."
"Niyan kinmuha hi Boos hin napulo nga mga pangulo han bungto ngan ginpalingkod liwat hira didto. Han pagkalingkod na nira,","Siya'y kumuha ng sampung lalaki sa matatanda ng bayan, at sinabi, “Maupo kayo rito.” Kaya't sila'y naupo."
"nagsiring hiya han iya uropod, “Yana nga inmoli na hi Naomi tikang ha Moab, karuyag niya ibaligya an uma ni Elimelec nga aton uropod.","Pagkatapos ay sinabi niya sa malapit na kamag-anak, “Si Naomi na bumalik na galing sa lupain ng Moab ay ipinagbibili ang bahagi ng lupa, na pag-aari ng ating kamag-anak na si Elimelec."
"Naghuhunahuna ako nga kinahanglan hibaroan mo ini. Sanglit yana, kon karuyag mo ini, palita ini ha atubangan hini nga mga tawo nga nagkakalingkod dinhe. Kundi kon diri mo karuyag ini, pagyakan, kay ikaw an syahan nga may katungod hin pagpalit hini, ngan sunod ako.”","Kaya't aking inisip na sabihin sa iyo na, “Bilhin mo sa harap ng mga nakaupo rito, at sa harap ng matatanda ng aking bayan. Kung iyong tutubusin ay tubusin mo; ngunit kung hindi mo tutubusin ay sabihin mo, upang malaman ko. Sapagkat wala ng iba pang tutubos liban sa iyo, at ako ang sumusunod sa iyo.” At sinabi niya, “Aking tutubusin.”"
"Nagsiring an tawo, “Papaliton ko ini.”","Nang magkagayo'y sinabi ni Boaz, “Sa araw na iyong bilhin ang bukid sa kamay ni Naomi, iyo ring binibili si Ruth na Moabita, na asawa ng namatay, upang ibangon ang pangalan ng namatay sa kanyang mana.”"
"Niyan nagsiring hi Boos, “Kon paliton mo an uma tikang kan Naomi, pinapalit mo liwat hi Ruth nga balo nga babaye nga taga-Moab, basi magpabilin an uma dida han panimalay han namatay.”","At sinabi ng malapit na kamag-anak, “Hindi ko ito matutubos para sa aking sarili, baka masira ang aking sariling mana. Iyo na ang aking karapatan ng pagtubos, sapagkat hindi ko ito matutubos.”"
"Binmaton an tawo, “Kon amo man ito, bubul-iwan ko an akon katungod hin pagpalit han uma, kay karuyag sidngon hini nga diri makakapanunod hini an akon kalugaringon nga mga anak. Palita na la ini; diri na ako.”",Ito ang kaugalian nang unang panahon sa Israel tungkol sa pagtubos at tungkol sa pagpapalitan upang pagtibayin ang lahat ng mga bagay. Hinuhubad ng isa ang kanyang panyapak at ibinibigay sa kanyang kapwa; at ito ang paraan ng pagpapatotoo sa Israel.
"Hadto nga mga adlaw, kon nagtutuhay hin pagpalit o pagbaligya hin hiagi, batasan ini han magbaraligya hin paghukas han iya sandalyas ngan paghatag hini ngadto han pumaralit. Amo ini an paagi han mga Israelita ha pagpakita nga tuhay na an sarabot.","Kaya't nang sabihin ng malapit na kamag-anak kay Boaz, “Bilhin mo para sa iyo,” ay hinubad niya ang kanyang panyapak."
"Sanglit han pagsiring han tawo ngadto kan Boos, “Palita na la ini,” ginhukas niya an iya sandalyas ngan ginhatag ini niya ngadto kan Boos.","Sinabi ni Boaz sa matatanda at sa buong bayan, “Kayo'y mga saksi sa araw na ito, na aking binili ang lahat ng kay Elimelec, lahat ng kay Chilion at kay Malon, mula sa kamay ni Naomi."
"Niyan ginsiring ni Boos an mga pangulo ngan an ngatanan nga nakadto, “Mga saksi kamo ngatanan yana nga adlaw nga akon na ginpalit kan Naomi an ngatanan nga gintatag-iya ni Elimelec ug han iya duha nga anak, hira Quilion ug Malon.","Bukod dito'y si Ruth na Moabita na asawa ni Malon, ay aking binili upang aking maging asawa, upang ibangon ang pangalan ng namatay sa kanyang mana, upang ang pangalan ng namatay ay huwag matanggal sa gitna ng kanyang mga kapatid, at sa pintuang-bayan ng kanyang sinilangan. Kayo'y mga saksi sa araw na ito.”"
"Labot pa hini, akon na asawa hi Ruth nga taga-Moab nga balo ni Malon. Dida hini magpapabilin an hiagi dida han panimalay han namatay, ngan magpapadayon an tilitol han iya panimalay dida han iya katawhan ngan dida han bungto nga iya natawhan. Mga saksi kamo hini yana nga adlaw.”","Pagkatapos, ang buong bayan na nasa pintuang-bayan at ang matatanda ay nagsabi, “Kami ay mga saksi. Gawin nawa ng Panginoon na ang babaing papasok sa iyong bahay na maging gaya nina Raquel at Lea na sila ang nagtatag ng sambahayan ni Israel. Maging makapangyarihan ka nawa sa Efrata at maging bantog sa Bethlehem."
"Nagsiring an mga pangulo ngan an iba nga mga tawo, “Oo, mga saksi kami. Himoon unta han Ginoo nga ini nga babaye nga imo maaasawa masugad kanda Raquel ug Lea nga nanganak hin damo para kan Jacob. Magmariko ka unta dida han banay ni Efrata, ngan mabantogan ka unta ha Betlehem.","Ang iyong sambahayan ay maging gaya ng sambahayan ni Perez na ipinanganak ni Tamar kay Juda, dahil sa mga anak na ibibigay ng Panginoon sa iyo sa pamamagitan ng kabataang babaing ito.”"
